date,stn_id,stn_name,avgTa,minTa,maxTa,sumRn,avgRhm,sumSsHr,avgWs,minTg,avgTs,sumGsr
2016-01-01,101,춘천,-1.7,-5.8,2.3,,90.8,2.5,0.7,-11.3,-0.4,4.67
2016-01-02,101,춘천,2.7,0.0,7.0,,85.0,0.3,0.5,-4.2,0.7,3.55
2016-01-03,101,춘천,2.0,-0.2,7.2,,95.3,1.8,0.5,-5.3,1.3,4.38
2016-01-04,101,춘천,1.4,-2.4,6.7,,61.0,7.5,1.7,-7.1,1.4,8.6
2016-01-05,101,춘천,-3.1,-7.1,2.9,,55.1,7.2,1.0,-14.4,-0.3,8.04
2016-01-06,101,춘천,-4.4,-10.3,2.6,,73.4,6.3,0.9,-15.8,-1.6,7.75
2016-01-07,101,춘천,-4.2,-9.9,2.4,,63.4,8.0,1.2,-16.5,-1.9,9.12
2016-01-08,101,춘천,-5.6,-11.4,1.4,,62.1,8.0,0.9,-17.8,-2.7,9.22
2016-01-09,101,춘천,-3.7,-11.0,2.1,,61.8,8.0,1.6,-17.6,-2.9,9.25
2016-01-10,101,춘천,-0.3,-6.4,5.1,,52.8,7.7,1.4,-13.1,0.1,9.39
2016-01-11,101,춘천,-5.5,-10.5,2.0,,57.5,8.2,0.5,-17.8,-2.6,9.47
2016-01-12,101,춘천,-6.0,-12.8,1.9,,55.5,8.2,1.1,-19.9,-3.3,9.51
2016-01-13,101,춘천,-5.1,-12.5,-0.2,0.1,65.8,5.7,1.5,-18.1,-3.7,7.88
2016-01-14,101,춘천,-4.9,-12.8,-0.1,0.0,58.1,6.4,1.1,-19.2,-2.9,8.64
2016-01-15,101,춘천,-4.1,-9.7,3.5,,74.4,8.0,0.7,-16.5,-1.9,9.02
2016-01-16,101,춘천,-5.1,-9.4,-0.9,0.3,91.8,1.0,0.4,-15.9,-4.1,3.7
2016-01-17,101,춘천,-1.2,-4.5,2.5,,90.9,0.0,0.5,-6.6,-0.9,4.55
2016-01-18,101,춘천,-5.2,-11.9,-0.7,0.0,57.9,7.2,3.1,-13.6,-1.5,9.28
2016-01-19,101,춘천,-12.3,-15.0,-7.7,,44.3,8.4,3.1,-19.6,-6.9,10.25
2016-01-20,101,춘천,-12.2,-17.7,-5.0,,61.4,8.2,0.7,-23.1,-7.4,9.22
2016-01-21,101,춘천,-8.8,-13.4,-1.4,,59.8,5.6,0.6,-19.6,-4.4,7.73
2016-01-22,101,춘천,-8.4,-15.5,-2.5,,55.0,6.3,0.8,-22.1,-5.6,7.79
2016-01-23,101,춘천,-9.8,-15.2,-6.2,,34.3,8.1,2.6,-23.6,-5.5,10.31
2016-01-24,101,춘천,-14.7,-20.1,-8.9,,51.4,8.5,1.5,-25.4,-8.4,9.91
2016-01-25,101,춘천,-11.7,-18.9,-3.3,,54.6,8.5,0.9,-24.1,-6.6,10.75
2016-01-26,101,춘천,-7.3,-15.1,0.1,0.0,71.9,5.2,1.1,-20.8,-4.8,7.76
2016-01-27,101,춘천,-3.3,-9.1,4.1,,61.4,8.6,1.3,-16.1,-2.1,9.79
2016-01-28,101,춘천,-3.7,-11.1,2.6,,64.4,1.8,0.6,-17.7,-2.8,6.16
2016-01-29,101,춘천,0.5,-3.8,5.6,,57.5,0.7,2.0,-9.2,-1.1,5.02
2016-01-30,101,춘천,1.0,-3.9,6.6,,64.5,6.5,1.2,-9.8,0.1,8.6
2016-01-31,101,춘천,-1.8,-5.5,2.5,,43.5,8.3,1.6,-9.9,0.4,10.69
2016-02-01,101,춘천,-6.1,-12.0,0.8,,46.3,9.0,1.1,-19.0,-1.9,11.73
2016-02-02,101,춘천,-7.3,-14.7,1.8,,50.9,9.0,0.8,-21.4,-3.0,11.86
2016-02-03,101,춘천,-6.1,-14.4,3.7,,57.6,9.1,0.8,-22.3,-3.0,11.4
2016-02-04,101,춘천,-2.5,-10.1,5.6,,52.4,8.2,1.5,-16.6,-0.7,10.87
2016-02-05,101,춘천,-4.7,-11.6,3.8,,46.1,7.9,1.1,-19.0,-1.6,10.36
2016-02-06,101,춘천,-4.6,-11.9,4.1,,52.6,9.1,0.8,-19.3,-1.5,12.33
2016-02-07,101,춘천,-5.2,-12.9,3.6,,52.4,9.2,1.1,-20.7,-2.1,12.2
2016-02-08,101,춘천,-2.3,-9.2,3.7,0.2,68.1,1.0,1.2,-16.6,-1.9,3.57
2016-02-09,101,춘천,0.8,-5.4,6.1,0.0,45.9,9.3,2.2,-13.8,1.0,12.21
2016-02-10,101,춘천,-1.1,-9.4,9.7,,55.6,9.3,0.6,-16.2,1.1,12.67
2016-02-11,101,춘천,1.6,-7.4,10.1,,51.8,6.2,0.5,-14.0,0.1,9.28
2016-02-12,101,춘천,3.6,2.3,4.8,24.0,98.4,0.0,0.4,1.2,1.2,0.95
2016-02-13,101,춘천,6.8,3.8,9.7,17.4,99.4,0.1,0.7,2.5,3.8,3.65
2016-02-14,101,춘천,0.0,-4.1,7.1,5.8,79.4,0.2,3.2,-4.6,0.7,2.62
2016-02-15,101,춘천,-4.9,-8.5,-1.6,0.0,48.9,9.5,2.7,-9.4,0.0,14.15
2016-02-16,101,춘천,-3.1,-7.2,0.8,2.9,72.3,2.7,1.7,-12.4,-0.7,5.87
2016-02-17,101,춘천,-2.6,-11.2,5.0,,68.1,9.7,1.4,-17.5,1.3,13.99
2016-02-18,101,춘천,2.5,-4.2,7.3,0.7,70.1,6.4,1.8,-7.5,1.5,9.04
2016-02-19,101,춘천,2.3,-0.9,5.2,,66.8,0.2,1.2,-5.6,0.6,5.43
2016-02-20,101,춘천,1.0,-3.5,7.2,,53.9,6.6,1.5,-8.5,0.7,11.04
2016-02-21,101,춘천,-0.4,-5.4,4.3,,42.3,9.8,2.1,-9.7,1.0,14.3
2016-02-22,101,춘천,0.1,-3.5,4.2,0.0,49.6,0.1,0.7,-6.1,0.1,6.3
2016-02-23,101,춘천,1.3,-2.7,6.0,0.0,54.9,9.3,2.3,-9.7,2.8,14.73
2016-02-24,101,춘천,-2.0,-7.6,3.6,,46.0,9.7,1.5,-12.5,1.4,15.16
2016-02-25,101,춘천,-1.8,-8.9,4.0,0.0,64.4,6.4,1.5,-14.3,-0.3,10.49
2016-02-26,101,춘천,0.8,-5.7,6.9,,49.6,10.0,1.6,-12.0,1.8,15.34
2016-02-27,101,춘천,2.5,-1.1,8.4,,58.8,7.2,1.3,-7.5,2.7,11.6
2016-02-28,101,춘천,-0.9,-6.0,5.0,3.8,87.1,2.3,0.9,-13.1,-0.2,4.96
2016-02-29,101,춘천,-3.8,-8.4,-0.8,0.0,59.8,4.4,2.1,-15.5,-0.3,8.51
2016-03-01,101,춘천,-3.9,-11.9,2.1,,57.4,8.2,1.8,-18.8,0.0,14.88
2016-03-02,101,춘천,-0.3,-4.5,3.5,,83.0,1.0,0.8,-8.4,0.4,4.88
2016-03-03,101,춘천,4.6,0.1,11.7,,77.9,4.7,0.8,-4.2,4.6,9.53
2016-03-04,101,춘천,8.8,1.3,18.9,,67.9,9.6,0.9,-3.7,7.7,14.85
2016-03-05,101,춘천,7.1,5.2,9.3,47.2,95.9,0.1,1.6,4.0,5.0,2.18
2016-03-06,101,춘천,8.7,2.7,13.8,,58.4,7.9,1.6,-3.9,8.5,14.63
2016-03-07,101,춘천,4.9,1.2,9.8,,67.8,0.4,0.8,-2.5,3.8,5.3
2016-03-08,101,춘천,3.1,-0.6,7.1,,53.8,2.2,1.8,-6.0,2.9,9.64
2016-03-09,101,춘천,2.1,-2.6,9.1,,43.3,9.7,1.5,-7.2,5.2,17.27
2016-03-10,101,춘천,0.0,-4.5,4.9,,41.6,10.6,1.7,-9.7,3.4,17.87
2016-03-11,101,춘천,-0.3,-6.9,6.4,,45.0,10.8,1.4,-12.4,3.0,18.14
2016-03-12,101,춘천,1.1,-5.4,6.2,0.0,65.9,5.9,1.2,-11.3,2.8,11.61
2016-03-13,101,춘천,2.5,-0.5,6.0,0.0,84.0,0.4,0.9,-7.5,2.6,4.54
2016-03-14,101,춘천,3.7,-0.9,9.9,0.0,71.6,8.4,1.0,-8.2,5.1,15.3
2016-03-15,101,춘천,4.9,-4.1,13.4,,55.6,9.0,1.2,-10.7,5.7,17.27
2016-03-16,101,춘천,7.4,1.2,15.3,,51.9,9.4,1.5,-4.3,7.6,16.44
2016-03-17,101,춘천,7.2,-1.8,15.5,,47.8,6.9,1.0,-8.6,5.8,13.07
2016-03-18,101,춘천,10.6,3.4,20.3,,58.8,8.9,0.8,-1.3,10.2,14.13
2016-03-19,101,춘천,10.8,2.5,19.0,,62.5,9.4,1.2,-3.4,10.9,16.21
2016-03-20,101,춘천,9.0,3.5,14.8,,62.9,4.2,1.9,0.0,9.9,11.65
2016-03-21,101,춘천,9.5,1.7,17.3,,59.8,10.5,1.9,-3.8,10.7,17.44
2016-03-22,101,춘천,8.8,0.2,16.1,,51.1,8.2,1.9,-6.5,9.5,15.42
2016-03-23,101,춘천,7.3,2.8,12.8,0.0,61.6,5.3,1.6,-3.3,9.2,11.91
2016-03-24,101,춘천,5.8,-2.2,13.2,,54.9,10.9,1.3,-8.8,9.5,20.03
2016-03-25,101,춘천,6.2,1.7,12.0,,57.8,5.3,1.1,-4.3,9.0,13.75
2016-03-26,101,춘천,6.0,-1.9,14.1,,58.8,10.7,1.1,-7.9,9.8,19.34
2016-03-27,101,춘천,7.0,-1.2,15.4,,53.0,11.1,1.8,-7.0,9.5,17.74
2016-03-28,101,춘천,8.0,-1.3,17.4,,50.5,10.9,1.3,-7.2,10.1,18.57
2016-03-29,101,춘천,10.5,1.6,19.0,2.4,58.8,7.1,2.0,-4.1,11.1,14.64
2016-03-30,101,춘천,11.0,3.8,18.8,,59.8,9.4,1.8,-1.5,12.5,17.79
2016-03-31,101,춘천,11.3,1.3,22.1,,46.4,10.9,1.1,-3.4,12.0,17.77
2016-04-01,101,춘천,13.4,2.5,24.8,,45.4,10.5,1.2,-3.8,14.0,19.54
2016-04-02,101,춘천,14.7,4.7,22.9,,43.5,10.2,1.9,-0.8,15.1,18.91
2016-04-03,101,춘천,10.0,6.7,15.2,5.2,85.9,0.0,1.0,2.2,11.0,2.94
2016-04-04,101,춘천,11.6,3.0,20.0,,58.3,11.2,1.6,-1.9,14.0,21.57
2016-04-05,101,춘천,11.8,1.8,20.2,,48.0,11.1,1.9,-4.4,13.2,20.42
2016-04-06,101,춘천,13.3,3.9,22.4,0.4,54.0,7.3,1.1,-1.5,13.9,16.2
2016-04-07,101,춘천,15.4,11.0,21.7,11.8,69.5,8.0,1.7,8.0,15.8,16.74
2016-04-08,101,춘천,13.5,6.3,20.8,,58.9,8.8,2.5,1.4,14.0,18.23
2016-04-09,101,춘천,12.1,5.1,15.8,,78.6,5.1,1.7,0.1,12.6,10.92
2016-04-10,101,춘천,12.0,7.3,17.8,0.0,66.5,5.1,2.6,5.1,14.8,14.83
2016-04-11,101,춘천,11.4,4.1,18.5,,47.0,11.9,1.7,-0.5,14.8,21.99
2016-04-12,101,춘천,12.6,5.4,19.8,,55.9,6.4,1.3,1.4,14.4,15.43
2016-04-13,101,춘천,15.0,10.5,21.8,0.4,70.3,6.2,1.1,6.8,16.9,14.6
2016-04-14,101,춘천,15.1,8.3,22.4,,54.8,11.2,1.7,3.0,17.3,20.25
2016-04-15,101,춘천,15.3,5.8,23.8,,44.0,11.3,2.1,1.9,17.3,21.23
2016-04-16,101,춘천,14.3,6.6,22.7,33.0,61.8,4.8,1.4,1.3,15.0,11.9
2016-04-17,101,춘천,12.4,9.3,14.9,24.5,62.4,5.1,3.6,6.8,13.2,11.69
2016-04-18,101,춘천,12.0,5.1,18.7,3.2,57.5,8.6,2.6,0.9,13.5,18.71
2016-04-19,101,춘천,13.6,8.3,20.1,,54.4,12.0,1.7,5.7,16.2,22.8
2016-04-20,101,춘천,14.8,8.5,21.2,0.0,58.8,5.8,1.8,6.0,16.3,15.09
2016-04-21,101,춘천,13.8,10.7,18.3,19.5,93.3,1.4,1.2,8.2,15.5,6.88
2016-04-22,101,춘천,16.4,12.2,24.2,,74.9,8.8,2.1,10.1,18.2,18.94
2016-04-23,101,춘천,14.1,7.9,21.3,,57.3,7.5,1.7,3.3,16.1,18.19
2016-04-24,101,춘천,14.3,5.3,23.1,,49.1,11.5,1.2,0.4,17.2,23.05
2016-04-25,101,춘천,16.5,6.4,27.0,,55.4,11.8,1.2,1.7,18.4,21.95
2016-04-26,101,춘천,18.2,9.2,28.0,,49.9,9.7,2.2,4.1,19.3,19.93
2016-04-27,101,춘천,14.5,11.5,19.1,,44.0,0.3,2.6,8.4,15.9,11.07
2016-04-28,101,춘천,15.4,9.5,23.5,,41.3,7.1,2.0,7.9,17.8,18.62
2016-04-29,101,춘천,16.6,9.5,23.0,0.0,46.8,11.7,1.8,5.3,19.2,21.73
2016-04-30,101,춘천,17.0,12.5,22.2,0.0,49.8,1.5,1.8,6.9,17.2,9.14
2016-05-01,101,춘천,17.8,9.5,26.1,,51.8,4.8,1.3,4.3,18.9,15.89
2016-05-02,101,춘천,20.2,12.3,28.5,7.8,61.8,8.0,1.2,6.3,22.0,19.77
2016-05-03,101,춘천,14.2,9.5,18.5,31.8,90.5,0.0,3.1,8.1,16.2,2.39
2016-05-04,101,춘천,15.6,9.5,19.6,1.8,44.5,6.8,4.8,8.1,13.9,12.64
2016-05-05,101,춘천,16.7,7.1,25.2,0.6,58.6,9.2,1.0,1.3,18.5,20.75
2016-05-06,101,춘천,15.5,12.3,18.1,3.1,94.3,0.0,0.9,8.9,16.1,2.01
2016-05-07,101,춘천,16.5,9.2,23.9,,66.1,11.5,1.5,5.9,19.1,23.84
2016-05-08,101,춘천,18.3,9.6,26.6,,60.6,11.3,1.4,5.2,20.7,23.96
2016-05-09,101,춘천,19.4,14.3,24.9,,53.6,3.8,1.1,12.2,20.7,14.42
2016-05-10,101,춘천,14.7,12.9,17.8,12.8,87.0,0.3,1.3,11.1,16.6,4.46
2016-05-11,101,춘천,17.2,10.0,24.4,,68.5,11.8,1.3,6.3,20.2,24.05
2016-05-12,101,춘천,18.4,10.9,24.9,,61.9,12.2,1.8,6.7,20.3,23.05
2016-05-13,101,춘천,18.5,14.0,25.1,0.2,61.3,10.7,1.7,9.2,22.4,24.22
2016-05-14,101,춘천,19.5,11.4,28.3,,52.4,11.8,1.6,8.3,23.0,25.37
2016-05-15,101,춘천,18.2,13.8,25.3,18.4,74.3,4.0,1.8,10.4,20.8,14.55
2016-05-16,101,춘천,16.6,11.2,22.6,1.9,53.0,12.0,2.6,8.6,19.6,24.21
2016-05-17,101,춘천,17.8,8.5,27.9,,62.5,12.8,1.2,4.2,20.9,25.44
2016-05-18,101,춘천,20.0,11.2,29.8,,58.8,12.8,1.3,6.5,22.9,24.9
2016-05-19,101,춘천,21.3,11.5,31.6,,52.8,12.8,1.3,8.6,24.1,26.11
2016-05-20,101,춘천,21.2,13.1,31.3,,47.0,12.7,1.9,7.8,24.4,25.39
2016-05-21,101,춘천,20.0,10.3,29.8,,48.1,12.1,1.6,6.0,23.8,25.16
2016-05-22,101,춘천,21.6,12.7,31.3,,53.8,11.8,1.4,8.8,25.3,25.08
2016-05-23,101,춘천,22.1,14.3,29.6,0.0,56.3,8.9,1.6,11.2,25.3,20.64
2016-05-24,101,춘천,18.0,16.1,22.4,30.7,84.9,3.7,1.9,12.5,21.4,10.63
2016-05-25,101,춘천,19.8,14.6,24.8,,69.5,6.8,1.7,10.5,22.3,19.04
2016-05-26,101,춘천,19.3,16.3,22.7,0.0,84.8,0.7,1.0,13.1,19.9,6.51
2016-05-27,101,춘천,20.7,15.1,27.1,,71.5,6.3,1.1,11.1,22.9,19.34
2016-05-28,101,춘천,21.8,15.2,29.4,,65.5,12.8,1.4,10.9,25.3,25.15
2016-05-29,101,춘천,21.1,15.6,28.6,,71.0,7.5,1.1,11.9,24.2,19.0
2016-05-30,101,춘천,22.2,14.8,29.5,,61.5,12.6,1.7,10.9,25.9,24.92
2016-05-31,101,춘천,21.3,14.7,28.2,,66.6,10.0,1.6,10.9,24.9,21.23
2016-06-01,101,춘천,21.8,15.7,28.7,,53.8,13.1,2.1,11.5,26.4,26.67
2016-06-02,101,춘천,21.4,12.7,29.4,,55.5,12.2,1.3,8.2,26.5,25.39
2016-06-03,101,춘천,22.1,15.0,28.9,,58.5,11.4,1.6,10.0,27.0,24.33
2016-06-04,101,춘천,20.2,15.5,25.0,,67.3,2.2,1.1,11.9,23.7,13.24
2016-06-05,101,춘천,23.5,14.9,31.5,,57.1,12.2,1.6,10.4,27.4,25.53
2016-06-06,101,춘천,22.5,17.5,27.8,0.0,61.9,4.2,1.6,13.9,25.7,15.37
2016-06-07,101,춘천,23.3,19.5,28.5,0.0,69.1,7.0,1.4,18.5,28.0,19.41
2016-06-08,101,춘천,22.9,18.6,27.4,0.0,72.4,7.0,1.2,15.7,26.2,15.84
2016-06-09,101,춘천,24.0,18.0,31.4,,66.6,11.1,1.3,14.2,29.1,24.66
2016-06-10,101,춘천,24.5,17.0,32.0,,65.8,11.7,1.5,13.9,29.6,23.56
2016-06-11,101,춘천,23.4,21.6,28.0,12.0,83.3,1.8,1.1,19.5,27.1,10.57
2016-06-12,101,춘천,25.0,21.7,29.0,4.0,80.9,8.4,1.3,20.4,27.2,19.34
2016-06-13,101,춘천,25.3,21.3,31.1,,66.8,11.2,1.4,18.2,29.2,24.93
2016-06-14,101,춘천,23.9,17.7,30.8,0.5,70.0,8.1,1.8,15.7,28.1,21.23
2016-06-15,101,춘천,20.9,18.2,23.4,12.9,90.0,2.2,1.1,17.0,23.9,8.8
2016-06-16,101,춘천,22.2,19.8,25.9,,71.9,6.1,2.0,18.0,25.3,17.15
2016-06-17,101,춘천,23.6,18.0,29.1,,70.4,9.6,1.6,14.7,25.9,21.9
2016-06-18,101,춘천,24.5,18.4,30.9,,70.4,11.8,1.3,15.1,27.6,22.9
2016-06-19,101,춘천,24.0,19.0,29.3,0.0,72.5,8.0,1.5,16.1,27.4,18.2
2016-06-20,101,춘천,24.0,18.1,28.9,,74.0,5.9,1.2,14.4,27.3,18.54
2016-06-21,101,춘천,25.4,19.0,31.4,,70.4,10.0,1.5,14.9,28.8,21.16
2016-06-22,101,춘천,23.3,20.5,29.8,53.9,87.1,4.0,1.5,17.3,26.2,11.59
2016-06-23,101,춘천,23.5,18.7,29.6,0.2,85.6,5.6,1.1,16.3,26.3,18.51
2016-06-24,101,춘천,22.7,20.7,25.5,9.0,83.6,2.6,1.2,19.6,24.8,8.96
2016-06-25,101,춘천,22.3,18.4,27.0,,67.0,8.2,1.9,15.4,24.1,15.41
2016-06-26,101,춘천,23.7,16.4,30.8,,68.0,13.0,1.3,12.7,26.8,25.21
2016-06-27,101,춘천,22.8,18.7,27.7,,76.1,5.0,1.0,15.8,25.7,13.6
2016-06-28,101,춘천,24.2,17.3,31.0,0.0,70.0,12.4,1.2,14.2,27.7,23.92
2016-06-29,101,춘천,25.6,20.8,30.7,,68.4,9.6,1.4,18.4,29.5,21.96
2016-06-30,101,춘천,25.9,23.0,29.7,0.7,78.4,5.6,1.5,21.4,28.2,15.42
2016-07-01,101,춘천,24.4,21.6,27.7,107.8,90.9,0.0,0.9,20.4,25.3,4.42
2016-07-02,101,춘천,23.8,20.6,28.0,2.4,86.5,3.2,1.2,20.0,25.8,14.0
2016-07-03,101,춘천,23.3,20.6,26.7,,83.9,3.1,1.1,17.2,25.2,12.46
2016-07-04,101,춘천,21.6,19.3,25.1,43.0,89.6,2.5,1.7,17.1,23.7,6.23
2016-07-05,101,춘천,19.1,17.8,20.8,241.6,99.4,0.0,2.4,17.1,19.8,1.38
2016-07-06,101,춘천,21.8,17.5,26.9,1.8,86.9,4.5,1.2,17.0,24.1,15.67
2016-07-07,101,춘천,23.6,20.2,28.0,,84.3,5.3,1.1,18.2,25.6,15.29
2016-07-08,101,춘천,25.5,20.1,32.5,,80.3,9.7,1.1,17.7,27.6,22.39
2016-07-09,101,춘천,26.8,20.7,33.5,,74.9,10.0,1.3,18.1,29.6,24.51
2016-07-10,101,춘천,27.1,22.1,33.0,,77.6,8.5,1.2,19.8,30.3,21.17
2016-07-11,101,춘천,28.1,22.4,33.8,0.0,74.4,10.2,1.3,20.8,31.3,23.04
2016-07-12,101,춘천,25.5,23.6,27.9,5.5,91.4,0.7,0.8,22.2,27.8,8.3
2016-07-13,101,춘천,26.2,23.0,29.4,,81.8,3.7,1.3,22.2,28.2,14.8
2016-07-14,101,춘천,26.1,22.9,30.9,1.3,75.6,9.5,1.6,19.9,29.1,20.33
2016-07-15,101,춘천,24.8,20.4,29.2,0.3,71.0,4.9,1.8,18.6,27.5,16.41
2016-07-16,101,춘천,20.4,19.1,23.1,53.8,98.3,0.0,1.8,18.9,23.1,3.67
2016-07-17,101,춘천,21.9,20.3,23.6,4.3,95.4,0.0,0.9,19.9,23.5,4.56
2016-07-18,101,춘천,24.3,21.1,28.9,0.0,81.4,7.9,1.1,19.0,27.1,19.14
2016-07-19,101,춘천,24.8,20.5,31.1,,82.0,7.4,1.3,18.1,27.7,20.45
2016-07-20,101,춘천,26.1,20.7,32.4,,70.5,10.1,1.7,18.7,28.8,22.2
2016-07-21,101,춘천,26.3,22.8,31.3,,68.0,7.2,1.6,21.2,29.1,18.27
2016-07-22,101,춘천,27.8,22.4,34.2,,72.9,12.5,1.6,20.5,31.2,24.94
2016-07-23,101,춘천,27.2,24.4,31.1,60.5,84.5,1.8,1.1,22.2,29.7,11.65
2016-07-24,101,춘천,26.6,25.3,28.9,53.8,96.6,0.1,0.8,24.7,27.9,5.33
2016-07-25,101,춘천,27.4,24.9,31.2,20.0,90.1,2.7,0.8,24.1,28.4,10.81
2016-07-26,101,춘천,27.5,24.4,31.3,,83.4,3.8,1.1,22.9,29.3,13.93
2016-07-27,101,춘천,26.1,24.5,27.2,2.4,93.6,0.0,0.7,22.8,27.2,3.14
2016-07-28,101,춘천,27.8,24.9,32.0,3.5,80.1,10.3,1.4,22.8,29.8,21.01
2016-07-29,101,춘천,25.0,22.9,26.9,10.3,94.1,0.2,0.7,22.3,26.9,5.49
2016-07-30,101,춘천,28.3,25.0,32.8,3.9,88.3,6.6,1.0,24.5,30.0,15.92
2016-07-31,101,춘천,27.4,24.7,33.4,0.9,86.8,6.5,1.2,23.6,30.4,17.18
2016-08-01,101,춘천,26.3,23.5,32.3,10.2,87.6,5.7,1.0,22.0,29.7,16.09
2016-08-02,101,춘천,26.3,23.0,31.8,,84.9,5.6,1.0,22.4,29.6,16.95
2016-08-03,101,춘천,27.6,22.7,33.7,0.0,80.1,10.3,1.2,21.5,30.6,22.66
2016-08-04,101,춘천,28.2,23.7,34.3,,76.3,12.6,1.3,21.6,31.5,23.84
2016-08-05,101,춘천,27.7,21.7,35.0,,74.6,12.6,1.4,20.1,31.3,23.56
2016-08-06,101,춘천,28.9,22.9,35.7,,76.5,12.5,1.3,20.9,32.3,23.22
2016-08-07,101,춘천,29.5,25.2,34.9,,79.1,10.6,1.3,23.6,33.0,21.22
2016-08-08,101,춘천,28.7,24.5,35.4,,76.6,9.1,1.6,22.6,33.2,21.91
2016-08-09,101,춘천,28.6,24.0,34.0,,77.6,9.3,1.5,22.2,33.1,20.71
2016-08-10,101,춘천,28.8,25.2,33.2,,82.6,5.9,1.2,23.4,32.2,15.35
2016-08-11,101,춘천,29.3,24.7,35.5,,79.5,9.6,1.1,22.4,33.2,20.82
2016-08-12,101,춘천,29.5,24.2,35.7,,77.6,12.2,1.3,21.8,33.9,22.56
2016-08-13,101,춘천,29.4,25.1,34.9,,81.9,6.0,1.2,22.9,33.3,15.8
2016-08-14,101,춘천,28.2,25.8,33.5,1.1,88.4,3.0,1.1,24.0,31.5,11.96
2016-08-15,101,춘천,29.0,25.5,33.8,0.0,77.6,7.3,1.2,24.9,32.7,18.9
2016-08-16,101,춘천,28.9,25.0,34.5,0.0,76.5,9.6,1.4,22.7,33.8,20.14
2016-08-17,101,춘천,28.4,23.9,34.2,,77.4,11.5,1.4,21.4,33.5,21.35
2016-08-18,101,춘천,27.8,23.5,34.2,,80.3,5.0,1.2,21.5,32.6,15.6
2016-08-19,101,춘천,27.5,25.0,31.8,0.1,84.3,0.8,1.5,22.7,31.2,11.0
2016-08-20,101,춘천,28.9,24.8,34.0,,71.3,6.6,1.6,23.3,33.0,17.66
2016-08-21,101,춘천,27.6,24.4,32.9,0.7,79.1,3.9,1.4,22.9,32.2,13.66
2016-08-22,101,춘천,27.7,22.8,33.9,,75.5,11.9,1.7,20.6,33.2,20.2
2016-08-23,101,춘천,27.9,22.6,33.7,0.0,72.8,9.9,1.7,20.5,34.2,21.03
2016-08-24,101,춘천,27.5,24.5,32.5,0.0,74.9,6.1,1.0,22.1,32.3,14.37
2016-08-25,101,춘천,26.7,22.8,32.4,6.4,80.9,3.5,1.3,19.7,31.5,12.72
2016-08-26,101,춘천,21.3,15.4,26.8,10.6,67.4,7.2,2.3,11.9,25.0,16.44
2016-08-27,101,춘천,20.4,13.0,27.1,,65.9,11.4,2.5,10.6,24.0,20.89
2016-08-28,101,춘천,19.2,17.2,20.5,1.8,82.1,0.0,2.5,15.9,21.8,5.39
2016-08-29,101,춘천,19.2,16.2,22.6,0.9,81.3,0.4,1.2,14.6,21.4,7.44
2016-08-30,101,춘천,19.3,16.9,22.4,0.0,78.5,0.7,1.4,15.8,21.5,7.67
2016-08-31,101,춘천,17.6,16.7,19.0,1.4,84.6,0.0,2.9,13.7,18.7,2.42
2016-09-01,101,춘천,20.9,14.8,28.5,1.3,85.4,9.4,1.4,11.2,22.3,14.32
2016-09-02,101,춘천,22.7,19.1,28.5,1.5,83.0,5.4,1.2,17.4,24.8,13.57
2016-09-03,101,춘천,23.4,20.3,28.4,2.8,86.5,5.5,1.4,19.3,25.2,12.4
2016-09-04,101,춘천,24.4,21.1,27.7,,83.9,3.1,1.4,19.0,25.5,11.41
2016-09-05,101,춘천,25.4,21.5,30.8,,79.4,8.0,1.1,18.2,27.8,16.4
2016-09-06,101,춘천,23.2,20.3,27.6,,86.4,2.5,1.0,17.2,25.3,9.43
2016-09-07,101,춘천,22.9,19.1,28.8,17.1,81.1,4.4,1.1,15.9,25.9,14.04
2016-09-08,101,춘천,21.5,18.9,27.8,28.8,87.0,7.7,1.1,16.7,24.9,16.18
2016-09-09,101,춘천,21.9,18.9,27.9,1.2,84.5,6.2,1.2,17.0,24.9,15.04
2016-09-10,101,춘천,21.9,17.3,27.9,0.0,84.0,6.7,1.2,14.9,25.0,15.18
2016-09-11,101,춘천,23.0,19.5,27.1,0.3,84.5,4.3,1.0,17.4,25.6,12.43
2016-09-12,101,춘천,22.5,19.6,27.2,3.7,83.1,6.0,0.9,16.7,24.7,11.77
2016-09-13,101,춘천,22.7,17.1,28.9,,76.8,10.5,1.3,14.5,25.4,19.29
2016-09-14,101,춘천,22.7,19.9,27.4,1.2,84.9,7.1,1.0,17.1,24.7,13.07
2016-09-15,101,춘천,22.1,19.0,26.9,,85.0,3.1,0.7,16.2,24.1,10.81
2016-09-16,101,춘천,22.2,19.0,26.9,,85.6,2.9,0.8,17.0,24.2,10.41
2016-09-17,101,춘천,22.2,19.3,27.2,1.9,78.9,6.6,1.4,15.3,23.8,13.2
2016-09-18,101,춘천,20.8,17.4,24.9,,72.9,5.6,1.8,14.3,22.7,12.8
2016-09-19,101,춘천,19.0,14.8,24.8,,72.3,8.0,2.3,11.2,21.7,15.73
2016-09-20,101,춘천,17.5,11.6,24.5,,62.3,11.0,1.7,6.8,21.2,18.65
2016-09-21,101,춘천,16.8,9.5,24.3,,72.5,10.1,1.4,4.7,20.6,16.54
2016-09-22,101,춘천,19.1,14.2,26.1,,70.6,9.1,1.5,11.3,22.1,16.24
2016-09-23,101,춘천,18.7,12.8,26.5,,79.1,8.5,0.9,8.8,22.0,16.29
